,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
20131022,32.75,36.60869565,34.375,42.66666667,46.73913043,42.2173913,,41.125,40.79166667,40.33333333,39.66666667,,39.625,39.125,40.70833333,59.54166667,42,43.45833333,37.875,36.16666667,39.08333333,42.45833333,39.5,45.5,41.43478261,39.04166667,44.79166667,34.95833333,47.91666667,45.33333333,41.79166667,43.33333333,48,40.125,43.04166667,40.91304348,46.95833333,50.45833333,47.125,52.20833333,42.375,55,51.75,44.70833333,57.08333333,60.82608696,48,60.45833333,,56.29166667,54.08695652,46.83333333,59,67.86956522,67.625,62.34782609,57.9047619,52.5,55.58333333,30.95652174,30.16666667,36.66666667,23.75,39.08333333,37.625,49.58333333,41.86956522,42,44.43478261,52.95833333,37.41666667,30.83333333,48.125,
20131023,26.16666667,29.34782609,28.66666667,,39,35.95833333,33.625,35.76470588,35.54166667,33.625,,42.75,36.95833333,34.25,31.65217391,,28.20833333,36.125,31.91666667,26.39130435,30.45833333,35.39130435,35.70833333,38.2173913,35.33333333,33,36.08695652,29.33333333,39.29166667,41.29166667,33.04166667,33.33333333,37.08695652,33.875,38.45833333,42.08333333,46.73913043,39.41666667,37.25,41.79166667,34.83333333,53.58333333,50.04347826,41.875,52.66666667,52.58333333,55.30434783,58.625,54.125,56.45833333,57.79166667,49.14285714,56,63.54166667,65.375,64.25,56.04166667,54.83333333,60.25,24.41666667,24.82608696,33.60869565,6.583333333,26.95833333,25,42.625,33.30434783,45.875,37,57.04166667,41.60869565,23.79166667,,
20131024,,37.31818182,36.60869565,36.66666667,43.625,40.5,40.625,39.25,44.20833333,39.83333333,37.91666667,45.70833333,37.65217391,37.91304348,37.20833333,,33.875,46.41666667,37.75,33.41666667,32.04347826,43.83333333,34.65217391,47.08333333,38.33333333,33.45833333,39.16666667,,42.47826087,,31.875,32.69565217,34.95833333,35.375,33.875,28.125,35.375,37.33333333,32.25,33.58333333,36.58333333,41.73913043,36.625,33.56521739,37.41666667,40.83333333,44.95833333,45.625,45.25,47.95833333,46,40.79166667,45.125,51,53.16666667,49.13636364,48.16666667,44.68181818,51.04166667,30.20833333,20.91666667,24.875,26.28571429,25.60869565,25.40909091,43.54166667,43.70833333,31.54166667,39.125,44.47826087,33.29166667,17.625,,
20131025,31.54166667,33.20833333,33.125,42.25,42.625,36.04166667,35.82608696,35.82608696,37.08695652,34.04347826,38.45833333,46.26086957,39.58333333,38.625,35.20833333,60.04166667,33.52173913,41.375,34.95652174,34,34.125,38.70833333,34.58333333,44.34782609,40.04166667,37.5,43.75,36.33333333,53.54166667,51.79166667,41.41666667,40.4375,48.45833333,44.16666667,45.58333333,40.25,43.91666667,52.25,45.125,58.7826087,48.33333333,53.625,55.58333333,46.08695652,58.75,64.79166667,48.54166667,58.26086957,47.47826087,50.43478261,44.75,36.54166667,57.29166667,65.04166667,62.77272727,59.66666667,47.16666667,43.70833333,46.54166667,33.45833333,30.70833333,37.875,28.58333333,37.70833333,36.5,41.3,39.70833333,40.70833333,39.20833333,50.70833333,31.95833333,27.26086957,51.33333333,
20131026,34.66666667,38.5,37.04166667,39.875,44.79166667,39.91666667,39.5,41.04166667,42,39.83333333,44.04166667,48.83333333,41.375,37.08333333,40.41666667,60.33333333,38.625,41.625,38.79166667,36.20833333,37.125,43,34,45.70833333,38.20833333,38,41.79166667,31.375,41.79166667,42.91666667,35,40.45833333,42.54166667,39.79166667,39.875,37.91666667,45.54166667,42.29166667,30.54166667,43.70833333,39.54166667,50.41666667,44.41666667,37.95833333,48.91666667,53.41666667,47.33333333,55.04166667,51.04166667,53.29166667,50.83333333,41.91666667,53.75,61.875,61.75,59.41666667,53.125,44.58333333,42.58333333,29.91666667,31.45833333,42.875,29.95833333,38.08333333,37.33333333,46.20833333,45.625,40.08333333,38.95833333,54.125,41.54166667,31.04166667,43.16666667,
20131027,16.25,22.29166667,14.95833333,24.58333333,26.375,24.83333333,25.45833333,27.08333333,27.66666667,24.375,24.375,34.41666667,25.41666667,26.20833333,25.625,47.70833333,25.375,29.25,25.79166667,21.375,19.83333333,27.875,22.04166667,27.79166667,23,27.75,34.16666667,25.16666667,37.83333333,51.16666667,33.66666667,37.33333333,41.08333333,30.6,44.375,44.33333333,51.79166667,46.5,35.16666667,49.70833333,35.66666667,59.91666667,58,47.33333333,59.16666667,64,47.5,63.91666667,56.70833333,61.5,56.83333333,45.625,64.58333333,64.83333333,63.95833333,62.54166667,60,58.41666667,52.91666667,27.66666667,25.75,32.875,13.79166667,25.83333333,25.04166667,31.83333333,29,41.91666667,25.08333333,55.75,41,25.875,45.79166667,
20131028,12.95833333,17,10.95833333,16.04166667,20.5,17.625,18,20.34782609,19.375,16.875,18.45833333,30.17391304,16.25,17.08333333,18.25,42.79166667,15.54166667,20.04166667,17.79166667,13,13.79166667,21.82608696,15.29166667,22.16666667,21.91304348,25.5,31.65217391,26,38.20833333,41.47826087,,34.33333333,36.20833333,32.43478261,36.60869565,,38.16666667,,24.75,38.20833333,35.45833333,45.25,45.29166667,34.41666667,48.34782609,48.29166667,40.66666667,46.75,43.875,44.04166667,49.52380952,37.59090909,51.83333333,53.54166667,49.83333333,50.04166667,45.04166667,40.95833333,47.43478261,15.45833333,16.79166667,23.5,10.83333333,16.625,16.29166667,24.45833333,21.45833333,42.69565217,16.95833333,43.08333333,36.125,16.70833333,42.34782609,
20131029,13.70833333,18.91666667,11.41666667,16.33333333,,16.33333333,18.16666667,20.625,22.04347826,16.625,16.54166667,26.08333333,18.375,17.91666667,20.33333333,,15,21.125,21.58333333,13.83333333,15.875,20.5,16.60869565,24.52173913,20.66666667,,32.82608696,29.16666667,,40.875,33.83333333,33.75,,30.95833333,32.52173913,36.91666667,43.79166667,39.08333333,23,34.41666667,33.30434783,45.625,43.95833333,33.52173913,45.04166667,45.83333333,40.82608696,49.47826087,43.52173913,40.70833333,54.91666667,35.54166667,45.875,52.95833333,49.66666667,47.7826087,43.70833333,43.04166667,39.625,15.73913043,14.91666667,22.75,10.875,16.29166667,18.20833333,,22.66666667,42.04166667,15.83333333,40.70833333,45.45454545,13.58333333,49.79166667,
20131030,12.54166667,14.91666667,10.82608696,14.47826087,17.375,14.58333333,16.375,18.75,19.41666667,14.47826087,17.45833333,24.04166667,16.08695652,14.25,16.29166667,27.79166667,13.375,16.25,17.375,10.83333333,16.04166667,20.83333333,18.04347826,25.7826087,23.04166667,38.58333333,41.66666667,32.39130435,57.08695652,,46.875,49.82608696,58.875,46.54166667,52.70833333,51.95833333,52.79166667,49.20833333,25.29166667,49.70833333,,48.29166667,49.70833333,39.625,48.33333333,45.13043478,45.91666667,53.45833333,41.83333333,43.58333333,54.75,40.79166667,50.91666667,,58.45454545,50.75,49,47.75,58.54166667,15.04166667,12.79166667,,9.782608696,17.26086957,16.26086957,22.29166667,18.25,49.25,14.29166667,45.65217391,52.45833333,11.33333333,54.5,
20131031,19.875,23.82608696,19.75,20.35,24.75,23.43478261,24.70833333,27.04166667,29.125,17.83333333,22.20833333,34.83333333,25.91666667,26.13043478,26.34782609,41.875,20.95833333,28.45833333,25.22727273,18.66666667,17.66666667,,14.66666667,25.04166667,21.79166667,,30.45833333,,55.47619048,56.75,45.25,47.45833333,49.16666667,47.875,56.125,48.95833333,52.26086957,56.54166667,,53.95833333,49.875,,53.08333333,44.58333333,55.83333333,54.125,61.20833333,63.375,53.20833333,54.625,58.33333333,46.08333333,57.39130435,61.04166667,55.125,59.20833333,54.90909091,51.83333333,63.75,21.08333333,22.08333333,30.91666667,10.08333333,19.91666667,20.30434783,32.75,27.58333333,58.125,22.375,52.20833333,55.83333333,20.65217391,56.83333333,
20131101,4.5,7.916666667,3.916666667,4.916666667,8.25,9.166666667,9.791666667,10.95833333,13.73913043,5.75,9,21.33333333,9.833333333,10.04166667,12.66666667,22.25,7.791666667,14.26086957,10.58333333,7.875,8.5,12.08333333,8.708333333,12.875,10.83333333,,23.54545455,27.875,21.625,38.45833333,24.20833333,23.45833333,26.08333333,19.25,24.54166667,40.625,42.91666667,23.70833333,28.54166667,24.66666667,13.83333333,44.375,36.86956522,28,30.04166667,39.45833333,60.08333333,52.95833333,46.41666667,48.30434783,53.79166667,41.83333333,49.875,,52.08333333,52.25,50.04166667,51.625,74.29166667,9.75,10.69565217,,,8,8.291666667,16.16666667,13.45833333,43.375,8.875,44.66666667,61.04166667,7.916666667,21.5,
20131102,12.91666667,16.08333333,11.16666667,14.29166667,25.66666667,28.20833333,30.41666667,32.66666667,,27.625,26.29166667,31.66666667,25.20833333,21.625,21.20833333,44.83333333,20.29166667,24.16666667,16.16666667,21.33333333,17.79166667,23.25,16.45833333,21.83333333,13.08333333,16.125,32.58333333,22.125,18.45833333,31.75,19.5,19.70833333,14.70833333,10.83333333,14.375,36.20833333,32.625,15.39130435,18.83333333,23.75,13.16666667,44.66666667,33.54166667,32.20833333,42.625,48.08333333,31.70833333,45.83333333,41,45.04166667,46.20833333,28.29166667,38.91666667,56.79166667,61.33333333,57.58333333,54.79166667,32.79166667,31.91666667,6.708333333,5.583333333,15.83333333,,9.375,9.375,34.41666667,31.20833333,44.75,22.66666667,50.54166667,49.83333333,4.333333333,14.29166667,
20131103,12.79166667,18.70833333,10.45833333,9.583333333,21.91666667,21.16666667,22.45833333,21.45833333,25.5,14.83333333,15.45833333,26.875,15.83333333,13.95833333,18.47826087,29.33333333,13.41666667,9.458333333,8.75,10.375,15.75,14.04166667,10.91666667,13.45833333,8.19047619,10.5,29.29166667,15,19.95833333,24.375,15.04166667,18.75,16.875,13.20833333,15.625,23.625,23.75,14.16666667,14.33333333,20.25,11.25,30.83333333,26.5,26.58333333,26.70833333,33.16666667,13.83333333,42.95833333,37.75,45.625,35.20833333,,41.04166667,45.79166667,52.125,49.70833333,45,21.29166667,14.625,5.208333333,8.833333333,16.29166667,,9.666666667,8.083333333,26.04166667,19.16666667,26.125,15.04166667,44.375,24.75,2.75,17.33333333,
20131104,22.58333333,20.79166667,24.41666667,17.30434783,19.5,18.91666667,18.29166667,19.79166667,25.125,21.17391304,16.29166667,26.7826087,17,15.66666667,19.70833333,,16.70833333,26.04166667,25.58333333,14.56521739,12.56521739,23.41666667,7.695652174,23,15.45833333,14.41666667,16.65217391,7.260869565,19.20833333,,11.625,12.125,17.20833333,19.125,20.125,17.73913043,23,18.20833333,15,24.16666667,21.43478261,27.20833333,27.54166667,27.16666667,31.13043478,41.20833333,37.17391304,46.2173913,40.26086957,41.25,46.95652174,,41.45833333,48.73913043,49.375,49.11764706,48.13636364,37.5,30.68181818,8.375,7.083333333,15.95833333,4.75,12.04166667,11.20833333,23.5,22.13043478,23.95833333,17.41666667,40.20833333,23.20833333,5.416666667,25.2173913,
20131105,28.95652174,28.91666667,25.69565217,18.29166667,28.54166667,30.83333333,28.125,30.66666667,30.08695652,19.7826087,19.58333333,39.875,26.5,26.375,29.83333333,46.33333333,23.95833333,30.54166667,31.41666667,17.5,15.33333333,27.66666667,12.125,27.79166667,17.25,16.91666667,,13.41666667,26.33333333,25.16666667,19.33333333,18.5,22.95833333,23.75,24.875,31.875,,,21.66666667,31.875,23.5,40.58333333,37.43478261,31.81818182,42.33333333,46.20833333,48.13043478,59.41666667,48.5,46.73913043,54.33333333,36.20833333,51.60869565,54.95833333,58.08333333,54.125,56.77272727,53.26666667,43.04166667,12.91304348,11.125,19.79166667,3.260869565,15.83333333,9.833333333,33.33333333,27.58333333,41.16666667,27.375,48.08333333,36.91304348,9.375,29.58333333,
20131106,17,22.5,17.04166667,17,29.125,24.58333333,23.125,20.65217391,21.75,16.27777778,18.7826087,27.625,19.41666667,19.95652174,22.875,36.04761905,21.625,24.08333333,23.41666667,20.75,21.29166667,29.54166667,25.25,30.20833333,26.04166667,,,,34.75,39.95833333,26.66666667,32.29166667,30.45833333,26.875,,45.70833333,44.58333333,31.83333333,,36.41666667,24.29166667,49.25,46.75,34.95833333,47.29166667,49.26086957,60.29166667,68.41666667,64.33333333,69.45454545,78.04545455,57.81818182,59.41666667,65.20833333,74.16666667,71.77272727,79.125,65.29166667,69.91666667,9.291666667,12.91666667,19.13043478,4.291666667,12.58333333,11.45833333,24.65217391,26.375,52.20833333,20.95833333,,49.33333333,7.875,31.83333333,
20131107,32.79166667,35.66666667,31.95833333,24.875,31.17391304,32.34782609,34.875,35.91666667,38.08333333,29.41666667,35.375,42.5,31.5,28.54166667,31.17391304,42.5,27.29166667,34.41666667,36.29166667,20.79166667,16.25,,12.04166667,28.69565217,19.79166667,,28.20833333,25.75,33.73913043,35.75,,27.875,33.25,29.20833333,35.875,52.29166667,55.20833333,39.66666667,44.29166667,,28.81818182,,57.58333333,45.79166667,63.16666667,65.33333333,63.45833333,69.29166667,63.91666667,62.17391304,73.125,,61.91666667,71.5,70.45833333,70.125,81.45454545,57.95833333,71.04166667,,7.545454545,18.66666667,13,19.75,16.29166667,37.54166667,29.95833333,57.04347826,28.90909091,65.41666667,49.79166667,4.541666667,38.20833333,
20131108,15.16666667,19.54545455,13.25,16.875,23.16666667,20.08333333,19.40909091,17.69565217,23.29166667,15.70833333,18.95833333,26.66666667,,21.45833333,22.5,28.58333333,19.47826087,26.2173913,24.69565217,17.125,18.83333333,31.33333333,28.20833333,35.33333333,29.54545455,,61.75,41.25,51.54166667,64.66666667,,,48.82608696,40.22727273,49.125,64.625,63.41666667,50.79166667,51.45833333,,48.5,,58.17391304,43.45833333,53.86956522,57.56521739,58.375,61.875,58,57,63.375,46.52380952,60.875,65.29166667,65.60869565,58.625,62.125,57.16666667,61.41666667,12.91666667,10.08333333,17.25,11.94117647,16.26086957,13.34782609,28.7826087,27.79166667,59.66666667,18,54.47826087,44.33333333,9.434782609,52.41666667,
20131109,8,10.58333333,4.458333333,9.416666667,26.45833333,21.41666667,18.05263158,11.16666667,19.875,16.375,15,19.625,,11.16666667,11.83333333,16.91666667,36.70833333,57.33333333,42.41666667,47.45833333,47.58333333,52.91666667,44.66666667,56.125,47.58333333,56.41666667,68.45833333,58.66666667,65.16666667,62.95833333,51.95833333,55.29166667,60.91666667,47.79166667,51.875,75.54166667,77.75,46.33333333,50.91666667,44.75,30.70833333,70,69.16666667,43.25,56.25,62.66666667,62.20833333,71.625,69.83333333,77.70833333,97.08333333,,63.66666667,76.5,83.33333333,79.58333333,101.4166667,74.83333333,77.625,7.5,7.583333333,15.20833333,5.583333333,14.79166667,12,19.25,55.83333333,72.625,9.458333333,75.08333333,52.33333333,7.416666667,40.75,
20131110,27.70833333,37.58333333,34.70833333,33.04166667,51.41666667,60.5,56.79166667,55.875,59.79166667,58.875,38.625,60.875,,39.79166667,37.58333333,,63.58333333,56,48.25,55.95833333,50.95833333,54.625,51.04166667,56.79166667,57.75,60.95833333,,56.83333333,68.125,,56.875,55.83333333,62.25,44.70833333,,76.66666667,69.54166667,46.75,58.625,62.20833333,39.5,65,59.54166667,44.16666667,50.5,55.29166667,59.625,65.20833333,57.375,58.625,66.375,,61.625,62.83333333,59.125,59.79166667,77.25,58.54166667,50.04166667,9.625,9.708333333,14.54166667,,14.125,13.45833333,56.70833333,67.70833333,62.125,43.70833333,54.66666667,39.83333333,4.958333333,48.29166667,
20131111,10.41666667,15.08333333,11.66666667,10.04166667,15.58333333,14.70833333,13.45833333,15.375,16.91666667,10.125,13.08333333,20.95833333,14.375,14.66666667,14.04166667,,12.04347826,17.91666667,19.04166667,7.625,9.625,18.125,10.58333333,18.91666667,11,,,35.70833333,30.75,50.125,,,34.58333333,24.79166667,,,50.125,43.41666667,45.375,54.16666667,33.08333333,50.45833333,48.125,34.95833333,44.56521739,51.70833333,48.56521739,62.70833333,50.26086957,48,55.5,37,57.04347826,55.875,57,51.83333333,61.83333333,48.41666667,47.16666667,7.375,8.909090909,12.75,,16.25,11.29166667,19.66666667,13.25,,13.08333333,46.79166667,44.04166667,5.208333333,39.39130435,
20131112,8.833333333,12.52173913,7.291666667,6.75,13.75,13.79166667,12.16666667,11.29166667,14.34782609,10.33333333,9.041666667,19.70833333,12.66666667,11,16.45833333,17.83333333,8.791666667,10.66666667,15.29166667,6.416666667,6.875,12.45454545,7.52173913,14.91666667,11.83333333,13.20833333,,27.83333333,30.5,31.91666667,23.73913043,,20.91666667,15.29166667,20.39130435,,34.41666667,17.95833333,24.08333333,,11.95652174,32.91666667,27.17391304,20.875,22.41666667,27,52.16666667,40.04166667,35,39.86956522,42.29166667,31.375,36.95833333,43.20833333,39.43478261,43.79166667,45.41666667,45.08333333,45.70833333,5.75,4.083333333,12.04166667,2.458333333,12.33333333,7.5,16.95833333,14,43.29166667,9.541666667,37.69565217,51.54166667,8.041666667,16.875,
20131113,,9.375,3.434782609,6.708333333,12.33333333,11,9.083333333,11.125,8.708333333,9.565217391,10.875,18.125,11.70833333,6.75,10.875,15.66666667,5.375,11.41666667,9.541666667,5.208333333,8.058823529,9.916666667,6.166666667,13.54166667,8.583333333,12.45833333,24.66666667,28.16666667,31.54166667,38.04166667,27.375,,29.79166667,19.625,,48.45833333,42,23.33333333,34.29166667,,12.91304348,48,33.66666667,25.47826087,24.54166667,28.52173913,46.66666667,37.13636364,40,41.625,43.63636364,28.66666667,42.16666667,39.08695652,41.16666667,40,46.25,43.625,46.70833333,6.833333333,7.875,11.43478261,2.5,9.739130435,4,14.75,9.583333333,56.33333333,7.208333333,33.13043478,49.375,6.375,20.65217391,
20131114,8.125,12.90909091,5.375,9.086956522,11.95833333,12.70833333,9.333333333,9.291666667,11.95833333,12.29166667,10.82608696,19.33333333,10.58333333,11.125,11.95833333,16.25,9.958333333,14.95652174,,7.833333333,11.16666667,14.375,13.08333333,18.16666667,12.16666667,12.16666667,17.58333333,16.7826087,24.13043478,,16.47826087,20.33333333,21.45833333,15.91666667,21.20833333,28.75,29.30434783,17.41666667,25.25,,12.375,31.54166667,28.66666667,24.95833333,22.45833333,31.04166667,44.79166667,39.73913043,46.45833333,51.95833333,51.17391304,34.08333333,44.25,46.58333333,48.58333333,50.43478261,60.20833333,42.2173913,45.13636364,6.166666667,6.125,11.20833333,5.375,11.70833333,7.333333333,,12.75,36.43478261,8.695652174,46.79166667,48.95652174,7.083333333,20.20833333,
20131115,31.91666667,,31.66666667,33.91666667,40.08333333,41.66666667,35.52173913,33.65217391,39.04166667,37.20833333,28.41666667,43.45833333,35.58333333,33.875,38.29166667,42.04166667,33.16666667,44.58333333,43.33333333,30.83333333,24.75,42.41666667,24.75,44.25,34.26086957,34.08695652,29.5,19.5,44.83333333,27.45833333,25.33333333,28.25,30.40909091,35.54545455,35.25,31.375,39.20833333,37.66666667,43.04166667,,29.83333333,48.33333333,44.125,32.625,43.95652174,48.04166667,55.70833333,50.16666667,50.625,52.91666667,57.70833333,40.83333333,52.08333333,49.08695652,53.95652174,54.83333333,59.25,55.95833333,63.33333333,12.30434783,11.58333333,18.58333333,6.333333333,24.75,18.33333333,40.29166667,36.41666667,36.79166667,34.36363636,49.70833333,38.125,11.54166667,37.58333333,
20131116,44.75,60.20833333,46.375,53.45833333,55.91666667,59.375,55.58333333,57.25,61.54166667,52.91666667,48.20833333,57.83333333,,52.875,56.66666667,62.75,56,61.45833333,59,51.95833333,45.33333333,63.33333333,45.20833333,69.04166667,59.58333333,62,47.70833333,30.5,69.125,,43.79166667,50.20833333,55.91666667,58.29166667,57.75,53.625,66.66666667,63.66666667,71.25,68.58333333,48.91666667,78.29166667,75.41666667,51.95833333,69.66666667,72.04166667,79.70833333,75.20833333,77.54166667,77.16666667,85.95833333,64.04166667,78.41666667,78.75,83.16666667,82.58333333,85.29166667,,93.54166667,16.375,14.08333333,25.91666667,15.58333333,29.66666667,22.29166667,57.70833333,60.41666667,56.95833333,,74.95833333,51.08333333,16.33333333,56.04166667,
20131117,49.08333333,55.45833333,44.91666667,57.16666667,62.70833333,62.66666667,54.875,59.75,56.16666667,56.125,54.66666667,57.75,59.33333333,54.375,55.25,65.16666667,61.625,64.20833333,54.70833333,52.08333333,45.25,62.66666667,44.33333333,57.58333333,52.16666667,49.95833333,43.04166667,34.04166667,61.25,52.375,44.54166667,50.08333333,62,85.04166667,59.41666667,59.58333333,74.08333333,61.125,69.91666667,64.54166667,48.79166667,81.29166667,76.29166667,56.66666667,72.625,78,90.54166667,80.70833333,81.04166667,88.83333333,94.875,62.58333333,83.54166667,92.20833333,97.58333333,90.83333333,100.9583333,,103.3333333,40.33333333,36,50.125,42.79166667,51.83333333,41.625,64.79166667,60.79166667,59.66666667,57.5,82.29166667,49.45833333,40.29166667,50.875,
20131118,33.54166667,37.95833333,29.41666667,38.83333333,43.625,40.83333333,35.70833333,36.58333333,39.5,40.79166667,38.875,46.16666667,42.25,36.25,37.125,45.95833333,37.875,42.45833333,39.125,33.08333333,31.625,44.16666667,35.5,41.16666667,38,39.3,37.58333333,33.95833333,50.55,46.66666667,37.33333333,42.95833333,45.08333333,45.45833333,44.08333333,53.875,64.16666667,45.25,51.58333333,51.875,40.66666667,63.04166667,55.08333333,39.08333333,53.54166667,53.75,75.75,58.91666667,64.41666667,67,66.69565217,54.66666667,65.20833333,70.5,72.83333333,64.5,70.70833333,71.25,84.5,40,38.75,42.43478261,29,37.41666667,33.66666667,43.70833333,43.23529412,55.70833333,39.08333333,59.25,50.33333333,38.125,38.5,
20131119,33.43478261,39,33.86956522,37.625,41.7826087,39.13043478,35.73913043,37.33333333,41.08333333,36.91666667,40.29166667,46.41666667,37.7826087,35.20833333,36.95833333,47.375,38.04166667,41.60869565,40.7826087,33,31.41666667,41.04166667,30.16666667,41.41666667,34.60869565,34.82608696,34.20833333,22.58333333,54.75,56.70833333,34.95833333,40.70833333,56.82608696,42.875,52.20833333,63.52173913,73.625,54.45833333,53.79166667,49.875,33.95652174,75.41666667,58.17391304,44.45833333,54.83333333,57.83333333,63.5,57.54166667,64.79166667,62.16666667,63.82608696,48.70833333,62.75,67.125,65.125,60.95454545,65.29166667,62.17391304,72.26086957,32.20833333,31.33333333,38.79166667,29.66666667,37.58333333,32.20833333,43.91666667,41.5625,62.125,37.16666667,54.95833333,58.45833333,33.47619048,37.69565217,
20131120,26.58333333,36.16666667,24,36.79166667,42.95833333,37.91666667,33.16666667,33.60869565,34.91304348,32.5,35.66666667,44.66666667,36.5,34.70833333,37.70833333,42.83333333,31.13043478,42.125,43.54166667,35.91666667,39.95454545,50.91666667,44.5,51.79166667,52.66666667,62.66666667,59.52173913,70.86956522,102.875,99.375,85.08333333,81.16666667,89.5,100,,93.33333333,108,101.4166667,,97.25,75.66666667,115.173913,97.20833333,75.04166667,102.4583333,103.6666667,47.33333333,80.75,72.95833333,69.39130435,63.41666667,45.13636364,77.52173913,80.20833333,82.54166667,74.125,68.45833333,49.86956522,58.95833333,34.04166667,33.40909091,38.83333333,24.25,40.7826087,36.33333333,40.43478261,44.58333333,74.39130435,35,67.95833333,65.91304348,36.70833333,81.40909091,
20131121,16.45833333,23.30434783,13.79166667,20.47826087,24.54166667,23.875,20.82608696,21.20833333,20.91666667,21.08695652,22.83333333,32.16666667,,20,24.65217391,28.41666667,18.16666667,25.20833333,26.83333333,16.95652174,24.125,29.04166667,23.60869565,31.75,34.33333333,42.58333333,40.70833333,35.375,80.04166667,,74.79166667,63.79166667,83.91666667,61.91666667,74.54166667,80.25,,95.70833333,121,105.4583333,61.54166667,82.25,89.79166667,58.375,97.13043478,95.75,35.45833333,70.33333333,65.04166667,64.75,68.04166667,48.375,62.33333333,74.82608696,77.625,71.16666667,71.16666667,47.75,55.25,27,31.83333333,35.52173913,,27.54166667,26.66666667,27.95833333,24.83333333,57.20833333,19.66666667,63.625,59.40909091,33.125,36.42857143,
20131122,14.58333333,21.91666667,13.625,17.16666667,21.625,21.875,,19.33333333,19.58333333,18.125,17.27272727,29.43478261,20.83333333,20.54166667,23.375,29.82608696,16.70833333,19.25,19.20833333,13.375,15.875,20.26086957,15.79166667,21.73913043,21.83333333,28.33333333,26.04166667,22.625,49.5,,45,,52.625,29.91304348,33.875,66.95652174,70.41666667,31.625,48.5,38.2173913,21.75,81.70833333,63.5,48.73913043,53.625,61.625,50.5,88.95652174,80.04166667,76,82,52.75,73.39130435,83.75,91.73913043,90.625,78.47619048,54.45833333,59.79166667,16,16.83333333,23.70833333,8.291666667,21.45833333,14.66666667,25.66666667,19.7826087,,18.29166667,83.95652174,30.125,16.875,30.29166667,
20131123,17.94444444,23.58333333,17.5,21.75,23.75,24.66666667,19.20833333,23.41666667,22.08333333,20.875,23.75,31.91666667,22.54166667,23.41666667,20.95833333,29.16666667,21.29166667,23.875,25.54166667,20.16666667,24.75,35.16666667,18.79166667,38.08333333,26.91666667,33.33333333,41.04166667,79.54166667,74.95833333,,68.625,73.25,48.91666667,35.75,40.33333333,36.41666667,82.625,41.04166667,52.625,48.54166667,29.95833333,50.29166667,61.41666667,34.625,60.75,67.16666667,50.875,52.04166667,54.29166667,56.375,67.70833333,42.45833333,48.08333333,57.95833333,54.16666667,59.95833333,,52.08333333,57.75,17.29166667,15.83333333,22.83333333,14.54166667,25.5,17.875,29.08333333,27.45833333,,19.29166667,53.375,26.58333333,16.375,34.5,
20131124,26.83333333,40.70833333,25.20833333,41.25,52.58333333,47.66666667,39.33333333,41.70833333,34.83333333,40.375,36.625,48.41666667,35.75,38.41666667,41.04166667,43.20833333,46.5,44.70833333,45.83333333,40.83333333,38.375,51.25,44.54166667,50.79166667,51.29166667,62.375,69.91666667,,114,,82,83.54166667,86.16666667,76.58333333,78.04166667,70.33333333,107.7916667,72.33333333,82.625,65.125,67.875,86.70833333,79,49.29166667,67.5,77.54166667,51.95833333,59.54166667,54.45833333,65.91666667,69.54166667,42.29166667,51.625,57.66666667,61.58333333,67.875,66.09090909,61.375,70.41666667,15.125,16.29166667,20.25,,27.33333333,17.83333333,45.79166667,49.375,79.29166667,40.45833333,62.375,60.83333333,14.5,63.25,
20131125,26,26.625,24.20833333,28.45833333,,34.33333333,23.45833333,27,33.33333333,29.375,21.91666667,33.45833333,25.20833333,24.95833333,24.95833333,36,25.04166667,26.33333333,26.58333333,18.41666667,21.04166667,28.83333333,20.91304348,31.52173913,27.25,25,21.25,11.25,30.625,,22.16666667,23.95833333,25.79166667,27.08333333,28.33333333,31,33.16666667,25.75,28.54166667,34.70833333,27.69565217,35.75,35.70833333,29.20833333,36.58333333,40.25,42.375,46.61904762,47.29166667,46.625,53.5,29.66666667,43.54166667,49,50,50.875,,43.66666667,43.20833333,,13.375,22.54166667,,25.875,20.08333333,32.08333333,25.20833333,34.45833333,28.54166667,45.79166667,47.45833333,10.79166667,31.95833333,
20131126,33.91666667,30.95833333,28.79166667,32.125,38.70833333,39.33333333,27.08333333,31.5,44.20833333,,32.41666667,40.875,41,30.625,37.33333333,44.41666667,38.79166667,38.29166667,34.75,29.41666667,27,37.16666667,27.70833333,42.625,37.875,35.75,34.33333333,30.20833333,46.20833333,47.375,39.54166667,42.70833333,42.875,44.5,44.29166667,51.08333333,46.875,41.70833333,39.08333333,46.16666667,38.83333333,45.29166667,44.29166667,,41.875,43.375,50.65217391,44.54166667,40.33333333,38.79166667,39.29166667,,44.70833333,45.25,40,41.54166667,35.91666667,42.5,30.41666667,31.75,29,34.375,27.95833333,35.33333333,28.41666667,42.875,36.375,38.58333333,31.83333333,37.08333333,36.79166667,25.70833333,43.33333333,
